ID - Instantes,Python,JavaScript,Ruby on Rails,PHP,C#,C++,C,BUG,DEV
98,8,9,8,6,5,10,10,8,3
99,2,7,11,1,12,2,2,9,3
100,13,5,2,13,8,12,3,6,8
101,7,3,13,6,13,13,3,8,8
102,6,12,6,3,7,13,1,2,8
103,4,3,3,4,5,8,1,7,1
104,9,8,5,8,8,10,4,8,4
105,8,8,10,7,2,4,7,3,10
106,10,3,13,13,3,2,2,7,5
107,12,9,4,12,2,2,8,4,1
108,10,1,1,5,9,11,1,6,7
109,12,8,5,13,4,13,11,4,1
110,2,7,4,13,10,1,7,7,7
111,8,2,12,13,8,6,9,7,3
112,6,4,5,5,12,10,5,4,9
113,6,6,12,12,10,1,8,5,4
114,3,8,4,4,11,4,1,9,7
115,5,10,8,1,10,6,5,7,3
116,4,7,5,12,9,9,12,8,9
117,3,9,12,5,13,10,3,5,1
118,7,8,6,12,6,3,11,1,1
119,6,8,13,2,8,1,1,4,7
120,12,13,5,10,13,12,3,5,2
121,13,4,12,7,11,9,4,4,1
122,8,13,9,12,5,5,11,10,3
123,6,13,1,5,11,1,7,7,9
124,13,5,6,8,7,3,6,5,6
125,10,7,12,10,5,5,8,8,3
126,7,2,5,8,6,10,5,10,3
127,1,7,7,6,6,2,8,1,8
128,2,13,9,4,10,5,5,5,9
129,1,6,7,2,7,5,3,10,10
130,1,3,7,1,3,4,2,8,2
131,13,2,10,5,8,1,6,5,2
132,10,6,7,12,5,8,3,2,9
133,9,13,2,12,9,4,8,2,10
134,9,4,9,12,6,1,8,7,2
135,8,6,3,12,8,3,4,6,8
136,2,9,3,4,2,13,12,7,2
137,1,7,8,9,10,12,7,7,7
138,4,3,7,12,11,3,13,10,10
139,13,9,9,8,2,1,12,6,5
140,12,11,10,8,4,12,13,9,3
141,13,3,9,13,11,13,7,6,10
142,13,2,10,13,9,12,12,4,2
143,7,5,12,5,8,11,4,6,4
144,5,2,3,13,8,3,6,1,4
145,12,10,12,3,6,4,5,2,6
146,3,12,5,12,1,12,2,6,9
147,3,1,3,3,6,13,13,4,10
148,9,1,12,10,6,10,9,9,7
149,1,4,5,7,10,1,11,4,6
150,4,12,5,9,5,5,4,6,10
151,7,7,11,6,1,3,3,7,10
152,3,7,10,11,7,6,7,2,8
153,5,6,12,6,13,11,11,7,8
154,3,13,1,9,11,5,5,2,4
155,1,6,8,12,11,5,1,10,7
156,4,7,7,3,13,12,3,7,5
157,3,7,11,7,1,5,1,2,4
158,13,7,7,7,11,3,4,3,10
159,6,11,6,3,10,7,9,7,2
160,6,2,10,4,3,12,7,5,3
161,5,12,10,5,11,7,7,5,7
162,6,13,10,5,6,1,9,2,10
163,8,2,1,13,3,6,6,1,6
164,6,10,8,4,3,12,11,5,8
165,5,2,2,1,1,4,8,8,10
166,5,5,9,1,11,1,5,2,7
167,6,2,12,11,2,6,12,3,3
168,5,7,9,13,11,2,4,2,7
169,12,5,9,7,12,2,2,5,9
170,1,5,6,4,11,2,7,3,4
171,12,3,7,6,8,9,4,1,8
172,5,5,8,4,8,12,7,2,6
173,11,6,2,12,3,8,12,8,7
174,6,7,10,3,3,1,11,7,9
175,3,9,9,10,1,11,10,8,9
176,1,4,5,6,7,1,12,4,2
177,5,11,4,11,10,13,7,5,7
178,8,7,8,13,7,7,2,1,3
179,9,9,12,3,9,7,13,2,10
180,2,4,1,9,12,8,2,8,6
181,2,7,10,1,7,7,13,9,5
182,13,2,2,13,8,10,1,5,3
183,13,11,3,2,10,4,4,9,5
184,8,2,5,5,8,10,11,4,5
185,9,2,8,11,1,9,6,9,4
186,5,3,2,8,8,4,9,7,8
187,3,8,11,12,7,11,9,4,2
188,10,10,12,11,12,7,4,2,3
189,10,4,7,4,13,12,10,3,1
190,5,4,9,6,1,13,11,9,4
191,2,3,5,13,7,9,9,5,10
192,7,7,10,13,8,9,13,7,5
193,11,2,6,13,6,8,5,9,4
194,1,6,9,7,2,3,9,3,3
195,10,3,4,12,5,12,2,6,7
196,3,5,4,3,6,5,5,1,7
197,3,8,10,5,11,7,4,3,2
198,5,7,8,6,1,3,11,9,9
199,6,7,7,12,13,12,5,4,3
200,1,7,2,9,2,4,7,7,3
201,5,10,9,12,1,1,10,1,4
202,10,8,7,11,3,6,11,4,5
203,2,4,13,1,10,12,13,4,10
204,3,6,10,2,5,11,2,3,3
205,9,13,6,7,11,3,12,3,3
206,4,2,10,5,9,6,7,5,5
207,1,1,12,2,3,9,3,5,8
208,3,1,1,9,4,1,11,2,9
209,11,12,1,6,1,13,4,5,3
210,8,3,13,1,9,6,4,4,1
211,6,8,4,11,3,3,2,9,6
212,10,7,12,12,6,13,11,3,4
213,1,4,3,2,5,11,11,10,1
214,11,7,1,13,10,7,4,9,4
215,10,9,12,5,10,2,12,5,7
216,1,11,11,8,2,3,3,10,4
217,12,13,8,11,4,2,12,5,4
218,8,9,9,2,6,4,3,1,6
219,1,9,5,7,12,2,8,10,10
220,9,11,4,11,8,9,6,1,9
221,9,1,6,5,3,5,7,2,3
222,11,1,4,13,8,8,10,7,1
223,12,3,8,9,11,11,7,10,4
224,8,11,10,6,5,13,1,9,7
225,9,5,13,12,11,13,8,8,1
226,12,10,9,3,3,12,5,5,8
227,5,12,6,3,4,6,5,4,3
228,3,1,1,12,12,5,11,4,5
229,12,2,10,6,6,4,1,3,6
230,3,10,13,3,6,5,5,1,7
231,2,5,6,11,13,3,11,6,10
232,4,12,6,9,13,2,12,7,4
233,5,11,9,3,8,8,1,7,7
234,8,6,8,2,10,12,1,9,2
235,12,13,10,7,2,7,13,6,8
236,8,6,13,11,3,9,5,8,2
237,11,10,7,4,13,7,7,9,1
238,6,9,11,7,5,13,4,1,2
239,10,5,5,9,6,8,5,7,6
240,8,2,9,3,8,6,6,8,7
241,1,2,12,12,2,10,9,8,4
242,7,9,10,2,6,3,1,9,2
243,2,1,5,4,7,13,2,3,3
244,8,10,7,13,5,2,13,8,1
245,11,8,1,11,11,6,13,6,6
246,9,4,5,5,5,8,12,4,9
247,3,9,10,13,2,5,12,1,9
248,11,8,7,7,5,9,11,4,10
249,13,13,5,2,5,12,5,4,6
250,3,5,8,7,4,5,4,5,2
251,4,7,10,6,11,12,13,10,3
252,5,6,10,9,4,10,7,7,4
253,13,13,7,11,3,11,11,4,1
254,10,11,9,11,11,4,13,2,10
255,12,11,3,8,10,7,5,4,1
256,12,9,6,8,5,6,3,6,10
257,9,6,12,8,13,12,7,4,9
258,1,7,11,9,13,13,7,7,3
259,7,12,6,2,12,13,6,8,4
260,2,8,2,5,3,6,11,3,1
261,11,1,8,6,6,6,4,10,5
262,6,13,8,6,9,2,10,1,10
263,3,13,2,2,4,4,4,3,3
264,10,13,8,13,5,3,7,8,7
265,1,7,13,1,4,7,13,4,7
266,10,2,7,8,10,3,6,5,10
267,8,6,7,3,8,7,5,9,10
268,13,13,9,3,1,11,11,2,8
269,2,6,7,12,7,2,12,2,9
270,7,5,8,7,6,7,9,5,5
271,12,10,6,9,10,13,13,5,10
272,4,8,8,1,10,8,10,6,9
273,10,9,9,10,3,11,11,2,2
274,4,8,9,11,10,1,8,1,8
275,10,9,6,11,9,3,8,3,6
276,5,11,7,12,11,13,1,8,8
277,13,6,9,13,2,5,13,5,5
278,1,10,13,6,3,5,9,5,7
279,1,11,12,2,11,1,4,2,3
280,4,10,1,2,1,4,11,1,6
281,5,3,1,3,10,10,9,10,3
282,10,11,3,4,7,3,1,3,3
283,9,10,6,7,1,10,8,3,8
284,13,13,9,12,2,12,7,6,2
285,10,2,5,10,11,9,5,7,9
286,12,13,9,9,12,9,1,2,3
287,9,2,5,11,10,10,5,6,5
288,7,11,10,1,10,8,10,8,4
289,2,2,11,5,13,6,4,8,2
290,7,4,13,4,10,1,2,10,6
291,11,7,1,13,9,10,4,6,3
292,7,8,9,13,12,12,4,7,8
293,5,1,9,9,5,13,9,10,8
294,13,10,8,8,8,7,7,4,3
295,8,11,6,5,4,8,11,7,1
296,9,8,5,6,4,9,2,2,10
297,12,12,13,4,1,4,8,9,2
298,1,11,9,3,11,2,4,2,7
299,2,3,7,8,9,1,13,2,6
300,5,10,5,12,9,11,10,5,1
301,6,10,11,13,4,13,5,6,9
302,9,4,4,4,9,11,12,8,5
303,13,7,4,12,10,13,6,1,5
304,4,10,4,4,10,5,6,2,6
305,12,5,10,6,11,2,10,5,7
306,3,5,8,13,6,9,11,4,4
307,5,6,1,10,11,2,10,10,3
308,11,7,1,8,6,12,5,4,2
309,7,4,2,10,12,10,3,5,9
310,13,7,7,4,7,10,11,5,5
311,11,2,5,13,13,8,8,2,8
312,4,3,7,5,4,11,9,6,7
313,3,5,12,3,11,9,2,6,9
314,6,13,5,11,11,10,1,9,4
315,9,5,13,4,12,7,5,10,5
316,3,12,10,1,8,8,4,10,2
317,7,1,2,9,9,1,4,6,4
318,13,3,9,2,4,8,5,5,3
319,2,2,1,11,3,2,1,7,7
320,8,11,7,10,9,13,12,4,5
321,5,13,2,10,8,8,3,8,5
322,6,12,9,5,9,9,12,6,10
323,7,8,3,6,2,7,8,10,7
324,9,1,12,9,2,2,6,7,1
325,11,8,12,5,4,1,3,6,3
326,9,12,1,11,4,13,2,9,7
327,7,5,13,6,11,10,10,10,3
328,8,8,13,12,1,2,10,6,8
329,12,5,11,4,4,13,3,5,3
330,12,10,3,10,8,7,8,5,6
331,3,2,8,13,9,4,13,1,3
332,9,11,8,11,9,4,7,9,3
333,10,10,3,10,10,5,10,8,10
334,4,13,9,9,3,7,1,10,4
335,9,4,6,10,4,10,5,8,4
336,10,7,9,12,1,8,3,10,8
337,10,8,13,10,5,11,13,8,5
338,10,6,5,13,12,8,7,8,9
339,7,4,9,4,5,9,11,1,6
340,10,11,6,4,13,3,11,10,1
341,5,3,10,8,11,3,10,6,1
342,5,12,2,7,11,11,3,1,1
343,13,9,7,9,12,2,8,4,2
344,9,3,8,7,8,12,10,4,6
345,12,5,10,3,1,5,4,1,5
346,5,2,6,13,13,3,3,1,4
347,4,11,13,2,10,6,4,4,1
348,5,5,6,10,11,4,9,1,3
349,2,3,2,7,13,1,6,10,6
350,13,6,6,13,12,13,12,7,2
351,11,3,2,2,2,8,6,5,3
352,5,9,4,12,12,8,2,4,10
353,6,3,12,2,3,11,6,4,3
354,2,11,3,5,1,2,12,7,4
355,6,9,3,3,4,3,12,7,3
356,5,7,12,2,9,2,7,10,10
357,5,13,6,8,11,6,4,4,6
358,9,8,1,13,8,1,4,5,8
359,6,9,6,5,4,3,9,3,1
360,6,11,6,5,12,8,5,10,3
361,11,10,1,3,12,6,5,5,7
362,11,2,12,1,5,7,3,5,7
363,10,11,7,10,13,9,4,4,4
364,9,12,9,13,11,7,7,6,2
365,10,1,6,8,5,8,9,8,7
366,10,5,11,11,13,3,6,3,1
367,4,11,2,12,5,3,8,6,6
368,9,12,11,3,3,12,6,6,5
369,6,8,3,10,11,4,2,5,9
370,1,9,11,10,11,6,3,2,5
371,4,8,7,5,12,7,3,3,1
372,2,13,12,9,6,6,7,9,4
373,5,6,8,6,9,4,5,8,6
374,6,6,3,1,1,10,2,10,4
375,2,6,2,12,4,13,12,1,1
376,12,13,9,5,5,3,1,9,9
377,4,7,10,2,6,3,2,4,9
378,10,5,13,3,7,12,4,7,8
379,3,4,5,3,7,5,10,6,8
380,3,6,8,9,10,2,7,8,6
381,6,10,6,8,1,11,2,9,8
382,1,11,10,7,4,8,4,3,3
383,6,13,11,11,9,11,3,9,2
384,3,9,13,12,9,6,5,1,10
385,10,2,12,12,8,4,12,6,3
386,9,12,4,12,4,6,2,1,7
387,3,3,9,13,11,8,2,1,4
388,6,8,11,3,11,12,6,5,1
389,5,1,8,12,1,10,4,6,4
390,12,9,4,2,4,13,10,2,7
391,11,2,1,1,4,8,3,6,7
392,12,7,4,12,8,11,10,6,2
393,3,5,5,1,2,11,3,9,6
394,10,1,4,11,10,7,5,6,7
395,9,3,4,4,10,7,10,5,9
396,13,13,2,13,4,7,3,10,6
397,3,2,5,10,2,13,2,6,5
398,4,8,4,10,10,12,3,4,7
399,3,3,5,6,2,10,11,2,2
400,3,11,13,6,1,4,8,8,1
401,3,6,12,10,6,7,1,10,9
402,3,7,4,2,5,7,1,3,10
403,12,8,1,8,1,7,4,2,2
404,2,3,11,12,13,12,7,1,1
405,9,2,4,6,10,13,10,4,2
406,12,2,1,5,3,3,1,1,4
407,10,11,7,1,6,3,13,5,9
408,6,1,2,6,3,12,9,6,1
409,9,5,8,3,4,1,5,10,1
410,2,2,1,8,10,5,4,4,6
411,7,9,2,5,8,4,2,3,9
412,2,4,3,1,10,2,9,1,1
413,13,12,12,9,10,1,6,9,2
414,13,11,3,10,13,4,12,8,1
415,1,9,7,6,13,13,8,1,6
416,12,2,13,6,2,12,11,6,10
417,8,4,9,4,9,13,10,2,4
418,8,1,5,10,5,10,5,6,2
419,13,12,3,3,9,11,8,3,9
420,11,2,7,13,12,11,10,5,10
421,13,5,3,12,5,7,11,5,2
422,5,12,7,3,3,6,8,8,9
423,4,6,5,7,11,2,1,9,10
424,5,4,4,8,10,6,10,3,4
425,3,2,10,8,4,12,7,2,6
426,6,9,11,2,10,13,7,4,3
427,1,8,1,13,13,11,11,1,4
428,6,2,1,1,6,3,9,4,1
429,11,1,5,4,13,11,12,8,5
430,4,7,8,8,13,2,10,5,8
431,2,1,1,11,3,11,4,8,3
432,13,5,2,12,12,3,9,3,10
433,5,2,5,8,3,1,6,9,3
434,11,5,13,7,1,8,13,7,8
435,1,12,8,1,12,13,3,7,4
436,4,11,7,13,12,9,3,8,5
437,6,6,10,1,6,8,3,1,9
438,8,13,9,6,4,10,10,2,4
439,7,5,2,5,13,10,12,3,8
440,5,5,10,12,9,6,7,3,7
441,2,5,7,9,13,11,4,9,5
442,6,10,5,8,11,3,3,5,3
443,11,9,5,2,6,8,4,3,8
444,6,8,8,7,2,13,9,4,10
445,2,13,1,10,9,8,9,3,7
446,3,12,5,7,8,13,1,4,6
447,6,4,7,12,3,2,9,5,4
448,2,5,7,7,5,6,6,3,1
449,3,8,10,13,1,13,6,6,10
450,3,5,7,13,10,5,12,10,3
451,3,2,8,10,13,7,8,7,7
452,11,7,6,4,10,7,4,8,7
453,1,1,13,8,8,12,10,4,8
454,13,2,9,2,2,11,1,6,10
455,1,9,6,7,9,10,11,4,2
456,4,9,6,8,6,12,12,9,7
457,10,4,1,5,11,7,2,7,5
458,8,7,8,13,12,3,9,10,7
459,5,8,12,10,4,12,4,3,5
460,7,11,11,11,5,1,9,4,8
461,12,6,4,11,3,7,13,10,6
462,12,7,1,11,6,3,6,3,3
463,2,13,5,13,5,9,8,1,1
464,3,10,5,11,5,6,3,9,9
465,1,11,7,5,10,7,11,7,6
466,9,6,2,1,13,6,6,10,4
467,3,9,10,7,1,12,4,7,6
468,11,1,9,6,10,13,9,1,1
469,10,8,2,9,9,13,10,1,5
470,13,1,10,10,10,10,7,4,6
471,8,4,2,9,13,7,5,1,1
472,7,4,5,11,10,4,8,9,6
473,4,7,12,5,6,13,7,6,5
474,10,13,7,9,12,10,4,5,7
475,9,8,9,5,7,11,9,9,9
476,5,6,11,11,11,11,6,2,10
477,13,1,13,7,11,7,10,10,10
478,6,11,13,12,6,9,5,5,2
479,4,6,1,2,4,6,11,1,6
480,10,8,9,8,9,4,12,3,9
481,9,2,9,12,6,5,12,7,2
482,8,9,3,12,6,3,7,8,8
483,4,5,2,7,1,13,6,2,8
484,8,3,1,8,7,6,4,3,2
485,13,5,4,1,8,6,6,9,9
486,2,4,6,12,2,9,3,5,4
487,5,13,4,10,6,7,7,1,5
488,10,13,8,7,8,5,10,4,2
489,1,1,7,6,8,5,8,3,9
490,9,5,11,5,9,4,3,1,7
491,12,7,3,5,10,3,7,1,2
492,4,4,4,7,11,10,6,10,10
493,9,12,9,6,8,9,10,5,8
494,8,11,6,10,9,2,3,6,4
495,13,8,2,10,2,11,9,7,1
496,9,12,6,10,11,11,9,1,7
497,10,10,12,12,8,12,5,8,10
498,5,11,8,6,11,7,7,7,2
499,8,8,13,5,12,8,1,5,9
500,1,5,1,3,2,13,4,3,5
501,10,9,9,4,7,13,6,8,9
502,10,10,8,1,7,4,5,5,3
503,13,10,2,11,4,1,1,9,3
504,13,13,12,6,9,8,1,5,4
505,7,2,1,2,6,2,3,1,4
506,5,13,13,2,11,12,11,6,10
507,5,9,7,12,5,4,6,6,1
508,5,5,3,4,11,1,2,9,9
509,3,11,9,12,6,5,3,10,6
510,11,4,8,9,1,12,9,5,8
511,11,2,7,6,11,7,11,10,4
512,1,3,12,12,13,6,7,3,9
513,7,4,13,13,4,3,1,5,6
514,4,12,9,6,11,2,7,5,9
515,8,11,10,9,12,2,13,5,6
516,8,8,11,12,2,7,5,2,6
517,13,3,3,8,10,10,11,10,3
518,8,3,5,2,5,5,12,6,10
519,8,3,13,3,11,5,4,4,5
520,10,4,7,3,12,10,1,5,10
521,4,11,7,12,9,8,6,1,9
522,5,2,2,3,4,7,9,10,5
523,8,4,13,5,4,4,9,3,5
524,3,2,8,9,12,3,10,8,1
525,13,2,7,1,8,4,13,2,7
526,5,3,4,5,1,9,10,8,1
527,2,3,4,12,13,13,13,7,2
528,5,8,7,10,1,6,7,7,2
529,11,10,9,3,8,4,9,5,7
530,9,6,10,10,7,4,2,7,10
531,9,5,3,1,2,6,3,8,1
532,9,7,8,11,12,3,9,3,1
533,6,1,7,7,13,12,4,7,1
534,8,11,5,2,3,7,13,4,1
535,9,4,12,3,2,2,2,2,7
536,3,9,5,9,9,5,12,4,4
537,6,2,5,1,5,4,5,5,4
538,9,11,3,11,1,6,4,2,1
539,9,9,9,5,5,7,2,7,9
540,3,4,1,13,7,11,7,3,9
541,8,10,13,9,2,7,10,1,2
542,11,5,4,5,8,4,3,7,2
543,7,3,13,6,8,12,8,1,10
544,1,11,5,13,5,2,3,3,8
545,2,6,7,4,3,5,4,2,1
546,12,5,13,8,7,10,1,10,9
547,10,13,3,7,8,6,7,2,1
548,2,5,4,13,3,4,12,1,3
549,11,1,9,3,1,5,5,9,3
550,11,11,11,8,5,8,4,4,6
551,5,11,1,1,3,7,12,4,3
552,9,3,5,8,9,5,1,3,3
553,6,7,3,3,13,6,11,1,9
554,4,12,8,8,10,12,1,2,3
555,4,11,9,2,10,13,8,10,3
556,11,1,2,10,13,1,3,6,5
557,5,10,5,5,8,6,5,3,10
558,8,11,6,5,9,3,12,10,10
559,5,7,5,10,8,7,2,5,2
560,6,1,11,6,10,4,1,5,2
561,2,8,7,5,2,13,4,8,3
562,12,11,10,11,11,9,1,5,3
563,9,8,1,2,4,1,8,4,1
564,4,11,9,9,8,1,12,6,7
565,8,1,7,10,1,7,1,3,4
566,4,7,12,9,4,3,10,2,4
567,11,2,4,8,6,9,13,10,3
568,12,5,9,4,2,3,13,1,10
569,12,10,5,1,12,3,8,3,9
570,7,7,4,1,10,1,9,6,5
571,3,2,5,9,3,5,3,6,5
572,5,8,1,11,13,11,5,4,4
573,1,4,10,8,3,11,7,7,10
574,8,7,12,9,6,3,7,4,8
575,7,4,10,1,6,13,6,9,10
576,2,7,7,10,5,1,3,9,1
577,3,8,3,8,9,6,9,5,1
578,4,4,7,7,2,3,7,4,9
579,11,6,11,9,3,11,11,8,8
580,1,1,11,1,12,10,7,6,7
581,10,3,2,4,2,10,9,8,1
582,2,4,5,7,8,5,9,1,3
583,9,5,12,3,4,2,2,1,1
584,6,2,4,12,2,9,10,6,10
585,13,10,4,1,5,2,5,3,3
586,7,8,8,11,11,2,2,1,5
587,9,9,4,4,13,13,1,4,2
588,10,2,12,11,10,8,12,6,9
589,10,6,13,12,4,3,4,3,1
590,5,1,8,3,11,8,12,8,1
591,4,10,4,7,8,6,7,1,3
592,3,7,3,8,12,10,10,10,4
593,1,4,10,7,10,7,8,4,9
594,7,12,5,7,11,4,8,6,1
595,1,6,3,2,12,6,1,3,10
596,7,9,10,9,8,10,12,10,3
597,8,3,8,5,12,5,1,6,6
598,10,12,7,4,2,6,8,2,6
599,5,7,3,1,12,1,7,3,1
600,3,13,12,1,12,7,11,9,1
601,8,6,6,10,12,8,11,8,3
602,5,13,1,11,12,2,8,2,9
603,5,9,1,13,7,13,1,1,6
604,7,5,6,13,3,7,3,7,3
605,12,7,10,8,5,10,2,9,9
606,11,4,13,2,7,5,2,3,3
607,3,12,10,3,8,7,3,10,1
608,8,3,9,4,11,10,1,1,9
609,12,7,7,1,13,5,2,2,9
610,12,10,2,13,11,13,10,5,8
611,6,10,8,13,3,9,2,7,1
612,6,9,10,4,11,2,6,4,4
613,13,2,13,2,10,5,10,3,5
614,1,7,7,5,8,6,7,2,10
615,10,6,12,12,2,4,5,8,8
616,6,5,11,13,13,7,8,9,8
617,8,2,1,1,2,1,9,3,10
618,2,6,3,12,10,5,11,4,1
619,2,1,4,12,2,9,8,4,9
620,13,5,11,10,4,4,5,10,2
621,3,12,2,10,6,7,6,3,9
622,13,4,3,13,9,7,6,3,6
623,7,10,10,12,3,3,4,1,2
624,13,10,10,12,1,4,10,6,7
625,11,10,12,4,8,8,13,8,6
626,2,9,2,5,10,11,4,8,9
627,10,1,5,3,9,9,12,3,1
628,10,1,2,5,4,2,3,3,6
629,10,13,6,13,6,11,6,6,2
630,13,8,8,12,11,10,10,4,10
631,8,4,6,5,3,8,7,7,10
632,11,4,10,7,1,4,1,10,3
633,8,10,5,9,2,6,10,8,4
634,4,5,11,6,3,9,11,2,3
635,11,13,11,12,2,13,3,7,7
636,12,9,9,7,6,8,5,8,4
637,6,12,6,6,8,6,9,1,5
638,4,11,13,9,3,5,10,6,1
639,10,13,7,11,13,11,3,3,6
640,6,1,8,8,7,9,7,4,7
641,6,8,13,12,12,11,10,8,2
642,13,1,13,6,13,9,12,7,7
643,6,3,2,3,5,10,4,9,4
644,6,6,10,2,12,8,12,10,6
645,9,13,11,13,7,6,2,10,4
646,11,2,5,10,5,10,4,2,6
647,13,2,4,8,7,11,7,10,8
648,12,5,8,3,3,7,9,3,10
649,7,13,1,5,4,5,6,8,6
650,1,2,9,11,9,8,11,2,3
651,4,9,4,13,7,13,4,3,8
652,10,1,8,5,6,2,7,6,7
653,3,7,3,9,3,8,5,5,3
654,5,1,11,13,2,12,11,8,4
655,4,10,5,9,4,12,10,6,8
656,4,11,9,11,12,2,5,8,5
657,2,7,4,13,5,2,8,5,2
658,8,11,12,9,8,8,5,3,3
659,8,11,1,6,11,10,13,8,1
660,9,6,10,9,4,5,7,2,3
661,6,5,3,13,8,12,11,3,5
662,10,11,10,5,2,3,7,8,5
663,6,6,1,5,13,4,9,4,6
664,6,3,2,5,11,3,12,3,8
665,12,9,7,7,4,7,13,1,1
666,10,7,7,3,8,3,7,9,10
667,8,5,5,2,4,9,13,8,6
668,12,11,3,10,8,6,3,3,2
669,7,7,10,5,13,5,9,5,1
670,4,8,3,11,1,1,2,6,4
671,2,5,11,5,13,6,10,1,10
672,7,12,7,11,12,9,4,5,6
673,9,11,3,13,10,2,9,1,3
674,10,6,7,12,11,5,11,6,4
675,4,11,3,12,6,13,10,4,8
676,2,11,12,5,12,10,3,9,6
677,2,8,10,9,11,8,12,3,4
678,12,5,13,12,6,12,10,10,10
679,11,3,4,3,4,9,7,6,9
680,11,10,3,1,11,9,8,7,5
681,3,11,9,11,11,4,2,3,3
682,1,9,2,13,2,7,12,5,2
683,1,6,11,11,8,9,9,10,7
684,9,10,7,2,7,6,2,7,4
685,1,11,10,8,11,7,7,8,7
686,12,3,5,12,11,7,13,10,2
687,11,1,7,9,10,1,13,10,10
688,4,13,6,2,12,5,9,10,3
689,11,13,1,12,7,13,2,4,7
690,5,12,1,8,1,7,4,4,4
691,6,4,7,3,1,9,12,10,10
692,13,6,12,8,1,3,5,8,5
693,3,12,1,9,5,4,9,3,10
694,7,3,12,2,4,3,11,1,7
695,4,13,6,13,13,9,2,4,4
