ID - Instantes,Python,JavaScript,Ruby on Rails,PHP,C#,C++,C,BUG,DEV
70,8,11,5,12,1,3,2,1,5
71,13,8,4,2,10,2,12,1,2
72,7,2,7,13,6,8,2,2,9
73,6,9,7,6,13,1,5,3,8
74,9,11,9,10,12,10,8,3,7
75,9,3,13,11,3,5,4,8,5
76,5,3,5,7,10,7,12,6,3
77,3,2,12,6,7,13,10,10,1
78,1,7,12,6,11,10,3,10,7
79,7,8,10,10,12,11,13,1,5
80,12,13,12,4,1,3,5,1,3
81,12,13,2,5,10,6,13,3,6
82,6,8,4,7,4,9,1,1,1
83,8,12,2,9,5,10,12,10,3
84,2,10,2,3,3,8,2,9,9
85,3,6,12,4,12,3,1,3,6
86,10,5,11,1,5,6,8,3,6
87,9,9,4,13,7,8,3,5,4
88,4,10,1,3,10,9,13,1,7
89,9,12,6,1,6,4,7,4,10
90,3,4,8,4,3,12,13,9,6
91,7,13,12,7,7,1,4,3,10
92,11,3,6,3,11,13,4,4,7
93,9,3,1,7,1,8,13,7,8
94,9,7,3,3,7,3,5,10,2
95,11,10,12,9,6,2,3,1,3
96,1,11,12,8,13,11,8,8,10
97,13,6,12,12,1,9,5,9,7
98,13,10,8,6,4,2,11,5,10
99,5,12,13,3,10,6,1,8,10
100,9,8,2,3,9,13,6,5,7
101,5,3,2,4,7,13,8,7,1
102,12,4,12,5,12,3,1,7,9
103,9,10,8,10,4,10,2,2,1
104,8,12,7,13,12,5,4,4,6
105,13,6,2,13,11,2,4,3,1
106,3,2,3,9,5,12,12,10,1
107,10,7,9,13,11,6,11,10,3
108,10,2,10,3,6,12,4,2,8
109,6,5,8,11,4,13,10,7,8
110,4,5,10,5,5,13,2,1,7
111,5,10,10,12,11,9,3,1,7
112,11,8,5,8,6,13,13,7,2
113,3,12,13,12,13,11,6,9,3
114,5,6,1,4,8,4,12,9,10
115,10,10,10,3,5,12,8,2,10
116,13,7,1,3,12,6,4,5,5
117,4,11,3,10,4,10,10,5,10
118,7,6,3,12,3,10,6,6,9
119,7,5,12,7,4,2,11,5,9
120,1,10,11,5,9,6,4,9,9
121,4,11,5,9,9,13,11,7,6
122,13,10,13,12,3,8,7,4,2
123,11,13,12,5,13,12,1,1,10
124,5,5,6,12,10,11,3,8,7
125,4,6,7,9,2,2,4,5,9
126,5,3,13,4,5,10,7,2,5
127,7,4,5,11,2,10,12,6,10
128,8,4,3,7,4,2,3,5,7
129,11,7,4,4,6,11,13,9,1
130,3,1,1,12,10,5,6,4,1
131,10,11,6,6,6,9,8,7,6
132,11,3,2,12,5,9,2,2,8
133,9,4,5,2,7,5,6,4,2
134,3,5,13,1,2,4,7,6,7
135,8,9,13,3,5,10,4,10,9
136,11,1,6,11,1,10,5,5,5
137,6,8,7,12,1,13,4,7,1
138,7,4,10,7,9,11,9,5,8
139,4,2,12,2,2,13,5,5,5
140,2,13,12,5,7,2,1,10,10
141,7,6,3,6,6,7,7,8,10
142,1,2,13,11,2,5,13,10,8
143,12,2,4,13,6,3,8,5,10
144,6,9,7,4,10,7,8,9,6
145,11,10,9,2,9,4,2,5,6
146,12,10,4,8,11,1,12,3,8
147,6,5,12,6,7,8,10,1,7
148,11,2,3,12,1,3,9,8,2
149,13,7,10,4,10,6,1,8,9
150,11,4,11,12,3,10,9,5,1
151,8,7,4,11,3,11,6,10,10
152,1,4,12,8,5,10,5,6,2
153,4,3,13,8,9,6,11,5,6
154,3,6,4,11,7,5,7,9,10
155,5,11,3,3,3,9,9,6,2
156,4,8,3,4,13,11,8,2,2
157,1,13,13,10,7,2,7,2,7
158,13,3,4,12,9,8,5,5,4
159,7,5,13,10,8,8,12,7,6
160,3,9,12,10,8,9,11,1,8
161,9,3,2,2,3,13,2,6,6
162,9,11,13,7,2,1,9,8,1
163,11,9,6,6,13,10,11,7,8
164,9,7,11,6,12,10,11,1,1
165,11,8,13,2,12,11,9,7,8
166,5,1,13,3,4,11,10,1,9
167,4,1,7,10,9,5,8,3,7
168,3,2,1,9,12,7,12,9,3
169,10,6,9,7,6,6,1,10,5
170,13,7,5,9,9,9,4,4,8
171,10,8,4,6,2,6,6,1,4
172,10,1,6,11,3,3,9,8,7
173,10,1,1,12,13,6,13,9,10
174,12,3,11,4,9,7,3,5,8
175,4,13,8,11,8,4,13,7,7
176,9,9,1,11,1,8,5,2,6
177,13,10,1,12,10,3,8,7,2
178,13,7,5,7,4,10,4,6,10
179,4,2,7,2,4,12,13,3,2
180,9,6,13,5,12,10,11,1,4
181,3,5,2,5,6,2,13,8,10
182,13,9,11,5,7,12,1,9,2
183,4,3,13,5,5,8,8,6,5
184,10,8,12,11,8,6,7,4,3
185,7,11,4,10,5,4,1,5,5
186,3,9,3,10,1,5,13,6,3
187,6,2,11,12,13,1,4,3,5
188,12,9,4,6,8,10,5,10,2
189,10,7,13,3,8,5,6,4,5
190,12,5,8,12,2,9,13,5,4
191,1,13,7,7,1,6,2,6,5
192,10,3,2,10,6,7,11,7,6
193,8,9,9,3,7,4,8,6,5
194,11,5,3,10,12,3,6,10,2
195,12,5,10,9,3,11,3,8,3
196,10,9,3,4,10,4,13,3,9
197,13,13,4,7,4,10,11,7,2
198,4,6,6,8,3,12,12,6,10
199,1,4,9,10,2,3,1,6,7
200,10,13,12,10,6,7,7,1,1
201,11,10,6,1,10,12,13,9,7
202,4,13,7,7,8,2,7,4,4
203,13,13,3,11,13,6,6,6,10
204,2,5,3,2,7,2,1,8,10
205,5,5,4,3,5,13,9,5,2
206,11,13,7,2,13,1,3,10,4
207,6,4,2,3,13,4,12,2,9
208,3,4,13,8,4,3,11,8,10
209,11,1,1,11,4,13,8,4,9
210,3,6,6,13,13,13,7,10,1
211,11,4,5,11,11,3,5,9,9
212,1,2,4,9,9,8,10,9,6
213,10,5,3,4,6,10,11,10,9
214,1,5,2,6,13,10,1,9,7
215,2,3,5,2,5,6,12,7,3
216,11,10,5,10,8,13,11,9,7
217,12,8,7,2,11,9,6,9,1
218,8,10,1,13,2,3,5,3,4
219,12,8,7,12,10,9,4,8,9
220,11,9,8,11,8,8,4,10,2
221,12,13,13,9,9,6,13,1,3
222,11,9,3,2,1,4,6,1,5
223,7,1,10,3,12,5,1,10,7
224,12,8,13,3,3,1,10,7,9
225,6,5,3,5,1,1,4,10,1
226,5,3,5,11,10,3,3,5,4
227,11,7,3,6,13,3,5,8,6
228,9,5,4,3,3,4,4,6,8
229,13,10,7,2,5,13,2,5,7
230,8,10,13,10,7,5,12,10,8
231,11,10,1,11,11,11,11,2,3
232,8,12,4,12,9,13,7,4,6
233,7,10,7,10,12,9,8,6,2
234,8,11,6,5,7,2,6,2,6
235,10,7,2,1,9,6,7,7,6
236,8,11,7,4,2,4,12,9,7
237,4,10,5,8,12,1,10,1,3
238,2,8,2,9,8,2,1,4,3
239,5,2,12,13,6,11,4,6,8
240,5,4,10,5,1,2,6,7,1
241,13,8,6,2,2,10,1,7,8
242,10,9,13,2,13,6,7,3,4
243,2,1,2,10,12,10,3,3,2
244,8,12,12,8,5,7,10,3,8
245,12,1,11,11,13,5,12,10,2
246,10,2,1,10,10,1,2,8,7
247,5,4,2,12,5,11,9,6,1
248,4,3,9,8,11,4,2,8,5
249,3,12,11,6,6,9,2,3,2
250,13,2,6,10,3,9,2,3,5
251,6,3,6,8,9,1,3,7,9
252,2,5,3,5,3,5,5,6,1
253,7,11,3,5,4,9,2,7,1
254,9,10,11,2,8,4,11,4,5
255,4,2,3,13,11,10,13,4,10
256,9,1,4,10,12,3,4,6,7
257,12,8,12,7,3,8,10,9,7
258,12,6,13,4,10,3,7,1,8
259,12,10,10,5,13,4,2,7,8
260,6,8,2,4,6,11,4,10,10
261,9,7,12,9,8,7,5,6,1
262,2,6,8,4,9,1,3,1,7
263,8,12,7,4,3,3,13,8,10
264,7,3,9,13,11,3,2,3,6
265,8,12,10,13,2,5,3,7,10
266,11,7,5,6,8,1,9,10,10
267,4,5,6,12,11,9,11,5,5
268,7,11,1,11,6,4,12,9,3
269,1,1,10,13,9,5,3,3,10
270,13,9,11,13,9,1,13,5,8
271,12,10,3,6,3,8,6,3,3
272,8,9,7,3,7,1,11,10,5
273,13,1,13,8,7,7,7,6,1
274,11,11,1,7,9,5,13,10,10
275,2,8,5,12,7,10,1,4,1
276,8,1,9,5,12,9,10,5,2
277,4,13,3,6,6,2,6,7,2
278,13,4,1,5,8,4,8,7,9
279,9,7,8,13,2,8,9,6,3
280,13,1,13,9,7,4,2,8,5
281,13,8,13,13,7,11,13,4,4
282,8,2,13,9,6,13,5,5,2
283,11,9,1,7,7,13,11,1,1
284,1,3,11,10,11,9,2,5,2
285,7,4,2,6,5,11,8,7,5
286,7,4,2,1,6,3,8,4,7
287,13,7,4,2,8,6,3,9,2
288,4,9,1,9,5,4,5,4,5
289,8,4,3,7,3,4,3,5,8
290,3,8,8,11,2,4,4,10,6
291,8,4,4,3,5,5,1,2,8
292,9,12,1,2,11,3,2,10,6
293,6,5,9,7,11,11,8,1,10
294,10,11,1,6,13,7,7,7,9
295,1,6,1,13,1,12,8,8,4
296,12,7,6,9,6,7,4,7,10
297,8,1,8,1,13,9,8,5,9
298,2,4,7,9,1,12,11,5,5
299,5,5,11,5,3,9,5,3,10
300,3,11,6,8,3,12,6,7,4
301,4,12,7,13,5,4,13,7,7
302,13,11,12,10,7,10,1,9,2
303,5,11,9,10,11,11,9,5,8
304,3,3,7,4,7,7,8,5,1
305,12,1,8,6,11,2,10,2,5
306,4,6,10,7,5,2,3,4,5
307,12,3,2,6,1,13,9,2,7
308,6,10,7,4,4,5,8,5,6
309,1,3,8,6,8,4,3,8,4
310,13,11,10,1,9,9,2,3,4
311,12,4,11,13,11,11,2,1,5
312,3,1,12,13,10,2,6,7,3
313,4,13,9,2,2,2,4,3,9
314,12,4,1,12,10,1,4,7,4
315,10,5,9,9,4,9,12,2,10
316,8,9,11,9,2,5,12,3,6
317,8,8,3,7,2,10,6,8,5
318,4,13,7,7,5,8,11,7,6
319,2,8,13,9,5,13,5,10,7
320,13,12,6,9,5,8,5,7,7
321,1,6,3,8,11,5,13,5,10
322,12,4,11,8,9,8,13,3,7
323,7,2,12,12,1,9,7,5,6
324,6,13,9,10,2,7,7,10,1
325,2,13,6,6,4,11,6,3,5
326,8,8,11,10,12,6,9,2,2
327,3,6,5,1,5,11,5,7,9
328,5,13,12,6,12,3,11,4,3
329,13,8,13,1,1,2,12,5,3
330,8,3,4,12,3,3,9,9,5
331,8,11,3,11,13,7,3,8,4
332,11,10,9,13,5,7,1,2,1
333,4,4,1,4,13,6,6,5,5
334,6,4,8,5,2,5,10,4,10
335,1,4,8,12,8,6,3,8,6
336,9,2,13,10,13,8,5,9,3
337,3,12,5,6,2,9,7,9,10
338,1,12,3,3,3,3,1,5,2
339,11,5,5,11,5,11,4,2,7
340,8,3,11,2,1,12,11,4,3
341,2,6,6,8,6,13,2,6,9
342,4,10,9,7,7,2,3,1,3
343,13,2,6,12,3,3,4,10,3
344,11,5,11,11,8,3,13,9,8
345,1,12,12,5,13,11,2,6,2
346,7,8,12,12,8,8,12,6,5
347,4,6,6,2,6,8,7,6,8
348,2,2,8,4,7,6,9,9,10
349,8,2,3,5,12,2,6,7,3
350,10,10,9,12,12,10,4,6,10
351,9,11,9,5,3,1,12,10,10
352,7,6,1,10,2,8,2,2,10
353,9,12,7,2,3,11,10,4,2
354,12,4,9,6,12,4,6,4,3
355,10,3,1,1,5,5,2,7,1
356,2,12,8,11,5,2,3,3,1
357,6,3,13,12,1,1,4,10,3
358,7,11,9,8,12,13,13,6,7
359,8,5,8,11,13,11,13,9,8
360,2,13,5,13,9,2,9,1,3
361,2,8,3,10,2,9,4,5,8
362,5,1,4,11,10,6,13,1,10
363,9,7,9,13,5,2,12,6,7
364,8,3,1,4,8,7,4,7,5
365,8,6,12,2,9,5,12,4,5
366,11,3,10,3,2,6,4,5,10
367,3,7,5,7,4,1,4,10,10
368,12,11,13,10,8,6,1,9,8
369,7,1,11,2,6,6,7,5,7
370,3,12,13,5,13,2,12,4,3
371,12,1,3,4,7,3,11,1,5
372,4,4,2,6,6,3,6,5,10
373,13,1,5,11,1,4,7,2,4
374,11,8,4,3,4,6,4,3,8
375,1,1,3,11,1,7,7,1,9
376,3,1,8,10,8,13,4,7,7
377,10,1,8,4,12,2,8,3,10
378,3,7,9,11,13,10,1,5,5
379,4,1,7,8,3,4,9,10,8
380,4,8,1,7,5,3,12,2,2
381,11,12,12,5,9,5,3,4,7
382,11,11,8,10,6,13,7,3,1
383,3,2,7,8,1,7,3,2,1
384,7,6,9,4,2,2,5,6,4
385,4,3,12,3,11,5,13,2,9
386,9,3,13,11,13,9,7,1,2
387,12,9,12,8,4,11,9,6,9
388,6,4,3,12,7,1,6,3,3
389,13,3,1,7,13,5,13,4,9
390,5,1,6,9,12,13,11,2,10
391,9,7,6,6,11,6,11,4,3
392,11,3,10,5,11,3,4,6,4
393,10,1,5,1,6,8,11,7,9
394,2,11,1,8,3,8,9,4,8
395,6,1,3,9,13,6,12,9,5
396,6,9,2,6,1,3,5,3,3
397,2,12,1,10,6,1,9,5,8
398,2,12,11,6,5,13,7,8,6
399,13,2,3,10,10,6,4,5,2
400,12,7,12,7,6,4,4,9,3
401,1,5,4,13,6,10,2,5,5
402,9,1,12,10,12,1,11,6,4
403,4,3,9,6,6,12,4,6,2
404,5,7,4,3,1,6,4,8,10
405,5,9,12,7,6,2,13,9,8
406,12,3,9,4,4,1,7,5,1
407,13,13,3,1,12,4,9,3,10
408,13,6,1,8,4,5,9,8,8
409,12,12,6,6,13,6,10,6,5
410,9,9,6,8,5,7,10,4,5
411,9,12,10,7,2,9,8,9,10
412,10,12,13,11,7,10,5,2,7
413,12,4,6,10,9,4,11,3,10
414,4,11,8,7,11,4,5,1,5
415,1,7,4,2,1,4,6,9,2
416,3,5,5,8,3,3,5,5,4
417,9,7,11,10,2,1,9,9,7
418,2,10,8,5,10,11,4,8,3
419,2,13,6,5,9,7,4,1,5
420,1,7,7,1,12,11,9,6,9
421,1,12,2,10,2,9,10,4,10
422,4,12,3,5,1,2,1,2,4
423,13,7,13,5,2,4,10,10,6
424,12,7,3,4,13,5,9,5,2
425,1,4,10,7,10,10,13,4,4
426,1,3,1,5,9,12,12,2,3
427,6,2,11,12,9,10,6,10,2
428,6,10,6,10,7,12,3,2,1
429,11,2,5,11,6,4,3,6,3
430,13,3,6,9,8,12,13,3,7
431,2,7,4,1,5,4,8,8,8
432,12,3,11,6,9,11,7,9,4
433,7,3,5,6,7,8,6,9,7
434,1,10,2,10,10,8,3,9,7
435,2,12,6,6,1,3,3,3,5
436,12,3,3,7,4,8,3,3,1
437,7,8,1,5,3,12,4,1,10
438,10,13,10,11,9,9,9,8,6
439,13,9,4,6,12,11,10,7,9
440,7,13,11,11,6,13,1,8,10
441,6,7,3,11,12,6,2,8,4
442,8,6,3,12,4,1,11,5,9
443,12,5,2,7,1,1,2,6,7
444,1,5,10,9,8,6,3,7,2
445,4,3,2,1,1,6,4,6,7
446,6,2,3,11,4,3,8,6,7
447,12,4,9,9,10,11,5,10,9
448,6,2,13,10,6,9,10,5,8
449,2,6,9,5,9,11,10,2,10
450,4,9,1,5,12,6,13,6,1
451,9,7,4,5,5,12,6,2,9
452,4,1,12,13,7,2,8,9,7
453,10,10,6,7,5,12,13,8,7
454,6,7,2,2,5,4,6,1,10
455,9,7,4,12,11,13,8,10,3
456,3,7,12,7,1,10,5,8,10
457,4,10,10,4,8,3,1,6,3
458,4,9,7,9,13,2,5,9,9
459,8,11,11,7,1,3,10,2,3
460,13,13,8,5,6,12,1,3,8
461,7,10,12,6,10,1,10,3,1
462,7,11,9,5,13,4,6,5,5
463,2,9,9,9,3,3,6,2,3
464,2,12,5,6,2,4,6,4,10
465,12,4,4,1,10,5,7,10,10
466,10,5,13,11,4,2,11,6,8
467,7,1,4,1,6,11,10,10,7
468,3,8,8,3,1,13,1,7,2
469,5,1,6,7,12,4,7,10,1
470,7,10,5,13,8,6,13,8,8
471,7,4,4,3,3,10,7,7,4
472,1,2,5,5,12,7,5,10,6
473,6,6,11,9,5,13,1,1,7
474,4,12,13,2,13,7,4,4,4
475,13,2,13,11,1,6,13,7,5
476,13,13,7,3,2,3,13,9,4
477,1,12,1,2,1,12,4,6,7
478,3,5,2,4,13,8,13,6,2
479,7,5,8,13,11,8,4,5,4
480,5,10,5,4,3,2,10,4,10
481,12,3,7,4,6,5,13,4,7
482,1,12,5,11,1,10,7,5,3
483,6,3,3,3,4,1,9,7,9
484,10,9,1,7,9,8,11,5,3
485,12,2,11,2,7,7,2,6,5
486,11,11,5,10,1,4,8,7,10
487,10,11,2,10,9,8,4,6,6
488,7,13,8,10,1,12,4,1,4
489,2,11,6,2,1,9,12,8,7
490,5,13,8,2,12,12,6,6,6
491,4,1,6,7,9,7,5,5,1
492,2,13,9,7,6,6,8,6,7
493,6,10,7,6,8,2,5,4,3
494,13,2,1,12,3,8,13,3,8
495,10,3,5,6,11,8,8,6,2
496,4,11,6,3,11,6,11,8,2
497,12,1,9,1,12,2,5,4,4
498,4,12,12,13,6,12,4,3,1
499,8,3,4,4,6,1,10,7,4
500,10,7,6,12,3,13,4,2,2
501,5,1,6,12,3,8,1,9,3
502,13,1,8,4,3,6,11,4,10
503,9,6,1,9,4,13,9,9,8
504,8,10,7,4,9,13,1,7,2
505,5,7,6,1,10,7,3,9,7
506,2,12,11,11,2,12,12,7,6
507,7,10,12,13,12,12,10,1,10
508,3,12,13,5,9,3,9,3,8
509,9,1,12,5,8,6,10,1,10
510,6,9,11,6,5,13,3,1,6
511,10,11,11,8,5,12,11,6,8
512,2,3,4,7,9,9,7,4,5
513,6,13,3,5,7,4,5,1,6
514,12,3,2,6,3,11,4,6,7
515,1,7,3,6,11,13,2,1,2
516,11,4,5,9,13,10,11,10,10
517,3,3,6,9,2,11,13,6,7
518,5,5,6,4,9,10,9,8,2
519,2,11,1,5,2,3,11,6,8
520,8,1,9,8,4,8,12,5,8
521,13,2,10,10,9,9,11,10,4
522,12,5,8,4,10,13,2,4,4
523,5,5,10,5,3,4,7,7,7
524,11,6,11,2,2,5,8,3,9
525,10,2,5,9,7,9,11,3,10
526,11,2,7,8,7,7,3,9,1
527,5,3,8,12,13,9,3,3,1
528,7,8,1,8,3,5,7,4,4
529,2,10,2,7,4,3,3,7,3
530,11,1,10,9,9,3,13,1,4
531,8,7,8,11,9,9,6,5,1
532,5,8,3,7,12,8,3,3,6
533,3,1,8,8,11,10,6,2,6
534,13,2,9,8,5,10,6,10,10
535,8,11,11,3,5,13,4,8,6
536,9,7,6,4,9,7,5,7,8
537,3,7,12,13,8,9,12,8,6
538,7,1,7,4,3,7,13,8,9
539,13,7,9,2,8,12,13,5,7
540,11,2,10,13,10,10,4,9,5
541,2,12,11,9,7,3,11,8,10
542,6,3,4,2,2,6,8,9,9
543,9,11,10,13,4,12,1,9,9
544,5,11,10,1,9,2,10,1,8
545,10,9,6,10,9,7,9,9,8
546,6,3,11,3,1,2,12,8,8
547,12,8,12,11,10,4,2,8,6
548,13,3,5,10,5,1,2,9,8
549,11,11,13,8,2,1,6,7,1
550,5,1,8,2,12,6,10,10,2
551,9,1,4,8,11,12,12,4,5
552,11,4,3,12,5,9,10,7,2
553,6,2,12,5,8,8,5,2,2
554,13,5,11,2,12,8,9,10,10
555,13,3,10,10,5,10,6,10,8
556,9,7,3,11,11,11,1,8,2
557,2,1,10,6,13,11,11,6,9
558,7,9,10,11,6,4,2,7,8
559,4,13,11,4,11,8,3,6,7
560,9,11,1,3,6,13,10,1,8
561,12,13,11,12,9,9,13,10,7
562,3,10,1,7,12,4,4,6,7
563,2,7,1,7,13,4,7,8,10
564,1,10,9,9,10,4,9,6,6
565,13,7,8,9,9,13,5,2,10
566,10,8,12,6,2,8,3,7,1
567,10,9,10,2,12,5,2,1,7
568,13,12,6,5,8,9,6,6,6
569,13,7,5,3,3,4,5,4,6
570,1,11,8,8,11,1,3,10,10
571,6,8,8,13,5,10,3,10,9
572,6,2,7,12,1,8,9,10,8
573,9,11,5,9,5,2,9,5,7
574,13,2,10,10,4,13,8,5,3
575,4,7,11,7,5,1,11,6,5
576,12,4,1,6,1,1,8,2,3
577,7,8,3,9,10,2,12,3,1
578,8,9,8,1,7,4,2,2,5
579,5,11,1,11,5,9,11,1,6
580,4,12,10,6,10,8,4,7,2
581,3,2,11,1,10,12,1,4,1
582,1,6,10,6,6,6,5,9,1
583,4,12,5,2,13,9,7,6,7
584,13,8,9,13,4,2,4,10,9
585,13,5,1,6,11,3,2,7,7
586,13,13,9,1,4,1,11,10,2
587,9,8,8,6,1,13,13,4,3
588,3,1,10,3,5,3,6,5,9
589,5,8,9,13,2,9,3,5,4
590,5,13,9,4,11,4,8,9,8
591,7,8,6,1,6,8,11,2,1
592,3,3,10,11,13,12,10,9,1
593,5,13,9,8,9,4,8,8,2
594,9,11,2,13,7,3,4,9,4
595,7,2,13,12,6,7,11,7,7
596,3,2,6,6,5,11,3,1,5
597,7,12,1,5,1,3,1,5,8
598,12,5,8,7,3,8,7,5,4
599,7,1,5,10,5,9,7,2,2
600,3,10,1,6,7,4,11,8,8
601,4,12,13,6,11,11,7,4,8
602,1,11,10,2,3,9,5,10,5
603,3,7,8,8,6,5,1,4,2
604,12,10,5,13,12,13,5,4,10
605,3,12,13,13,1,5,3,10,5
606,13,11,3,6,5,9,11,10,1
607,2,6,5,13,1,8,10,5,5
608,2,10,1,13,8,8,11,7,5
609,13,11,7,10,9,11,4,6,2
610,7,10,10,8,3,3,2,2,9
611,11,8,3,8,2,2,2,2,3
612,7,11,1,13,5,13,3,6,9
613,11,8,1,6,8,10,10,10,3
614,6,4,4,8,1,1,6,9,3
615,12,6,11,2,2,4,13,7,6
616,4,9,2,10,8,8,6,1,10
617,5,13,9,2,2,5,2,5,6
618,4,12,4,4,3,6,5,7,2
619,3,6,6,5,2,13,4,3,2
620,10,10,1,13,12,2,10,8,10
621,11,2,9,13,12,12,11,4,8
622,12,8,7,1,10,5,7,9,8
623,1,12,11,1,2,4,3,3,1
624,12,5,2,4,2,9,3,10,10
625,6,7,13,12,10,2,3,10,3
626,9,11,6,10,6,12,13,8,8
627,12,13,11,6,3,4,9,8,1
628,6,3,9,9,2,2,8,7,2
629,2,9,13,7,12,2,6,7,2
630,13,8,13,12,9,8,7,8,3
631,13,13,10,9,11,1,10,10,7
632,3,1,2,4,10,5,13,9,1
633,13,2,8,1,9,10,9,7,4
634,12,12,11,8,7,10,5,3,7
635,5,12,8,13,10,11,8,9,2
636,12,8,2,10,6,12,10,5,9
637,3,4,3,8,9,3,11,3,4
638,2,1,7,5,13,2,1,3,3
639,5,12,1,4,9,4,5,9,2
640,3,7,10,4,13,2,2,8,6
641,6,7,7,13,8,6,9,9,10
642,5,8,2,3,13,1,4,2,2
643,7,4,11,3,12,10,6,9,4
644,5,13,6,1,4,10,7,9,5
645,8,6,11,7,9,13,2,8,4
646,8,13,6,11,1,11,9,5,6
647,11,6,1,3,8,2,12,8,5
648,12,2,1,7,1,10,1,7,9
649,8,9,6,2,8,3,5,5,9
650,2,7,4,1,1,1,8,2,10
651,13,11,11,3,6,6,1,4,1
652,1,12,7,13,2,5,7,7,1
653,11,4,1,3,4,1,6,10,10
654,3,13,6,7,8,10,3,2,4
655,12,9,3,11,8,2,8,2,4
656,10,4,10,11,10,8,7,4,8
657,7,10,5,13,8,1,9,5,1
658,1,3,8,3,10,9,11,1,9
659,12,3,6,6,13,6,1,4,1
660,5,3,3,2,7,5,5,8,7
661,2,2,9,7,3,3,5,9,3
662,6,1,10,10,12,7,2,6,9
663,4,1,12,11,9,1,11,2,2
664,12,1,11,6,13,6,13,9,6
665,10,9,6,4,12,13,2,9,8
666,5,12,8,2,6,2,5,10,5
667,6,3,9,4,6,12,2,6,3
668,7,9,2,6,12,6,10,10,10
669,1,11,11,6,13,7,9,6,8
670,6,10,1,10,8,11,2,6,10
671,1,4,13,7,13,11,13,6,3
672,5,13,9,4,9,7,13,9,3
673,10,7,7,9,12,2,11,4,2
674,11,12,5,12,1,2,7,8,7
675,5,2,11,6,6,10,7,6,4
676,8,1,9,3,8,3,7,7,2
677,4,3,13,7,7,1,12,3,10
678,10,10,9,7,6,4,7,5,9
679,3,6,9,3,3,13,12,10,6
680,6,3,5,6,9,8,6,5,6
681,9,13,2,9,13,10,6,9,2
682,10,12,5,9,2,4,3,7,6
683,3,3,6,12,13,4,13,5,3
684,2,13,7,10,12,3,12,6,4
685,10,6,8,8,12,1,13,7,3
686,7,2,5,2,9,9,2,10,5
687,11,2,11,1,1,10,6,1,3
688,2,4,12,9,9,11,13,7,6
689,11,9,5,7,5,7,13,9,4
690,3,10,11,1,9,9,8,2,4
691,5,1,8,12,6,1,7,10,3
692,3,9,2,11,12,5,11,8,9
693,7,7,5,12,8,7,11,1,10
694,4,8,7,7,12,3,11,3,6
695,10,1,13,7,7,9,9,10,8
