ID - Instantes,Python,JavaScript,Ruby on Rails,PHP,C#,C++,C,BUG,DEV
229,13,5,11,10,11,10,13,5,9
230,5,1,2,10,10,5,12,5,7
231,13,13,4,4,4,12,11,2,10
232,9,11,12,11,1,5,2,1,4
233,13,8,11,2,4,1,11,9,7
234,7,7,7,7,1,7,9,10,10
235,6,4,11,4,11,13,7,3,6
236,6,5,2,9,7,4,5,3,2
237,10,5,5,10,4,13,5,4,7
238,9,13,12,10,10,7,5,1,2
239,13,13,6,3,10,8,6,7,6
240,1,1,12,8,10,9,5,9,2
241,7,2,1,4,10,8,7,2,1
242,7,11,13,4,8,1,10,1,2
243,3,6,11,4,6,7,2,10,8
244,8,7,1,6,1,3,3,4,3
245,4,13,10,3,10,10,7,3,3
246,3,13,3,2,8,11,1,3,1
247,1,10,13,10,2,11,3,7,10
248,11,10,3,5,4,7,1,2,4
249,10,8,10,11,7,7,13,10,8
250,11,12,1,4,13,12,2,6,1
251,9,1,1,13,1,13,5,8,8
252,1,5,7,3,3,2,5,6,4
253,13,7,9,10,9,11,12,3,4
254,3,11,12,13,6,10,5,7,3
255,7,10,4,10,3,9,5,4,4
256,12,2,12,10,13,9,7,9,5
257,4,2,4,8,13,4,11,9,7
258,9,12,3,12,10,9,13,1,1
259,11,11,7,7,13,2,10,1,7
260,11,10,3,10,12,6,8,9,4
261,13,4,9,5,9,13,12,6,10
262,3,5,5,9,3,1,13,5,9
263,9,6,12,8,13,6,8,4,1
264,12,11,12,1,4,4,10,8,6
265,1,3,12,3,10,1,7,5,2
266,6,6,1,10,3,12,10,10,5
267,3,10,5,8,9,12,3,4,7
268,7,11,9,1,6,9,4,9,10
269,12,11,9,11,1,4,7,5,1
270,2,11,7,13,7,8,10,1,7
271,5,9,1,2,12,12,7,3,2
272,2,2,2,9,2,9,10,10,10
273,9,11,8,9,3,13,10,5,2
274,1,12,8,1,2,3,7,6,9
275,13,12,8,10,9,6,2,7,6
276,11,10,4,5,1,9,10,1,10
277,10,6,8,9,6,5,7,2,7
278,6,12,7,4,8,3,6,7,3
279,5,11,6,13,10,4,10,6,2
280,12,1,7,11,13,5,9,6,7
281,5,10,4,2,11,9,10,3,2
282,6,2,7,12,8,13,13,6,2
283,13,5,8,10,11,3,10,6,10
284,10,3,3,10,5,7,6,4,5
285,8,13,8,6,12,5,1,6,4
286,8,11,11,2,3,12,6,4,9
287,7,7,11,5,13,10,6,5,7
288,3,3,13,12,6,6,11,2,4
289,5,3,6,5,6,13,3,1,3
290,13,4,7,7,7,5,13,3,3
291,4,9,4,6,9,8,6,1,10
292,7,10,1,8,1,11,3,10,8
293,7,4,13,9,1,11,8,10,4
294,9,8,10,8,12,10,11,8,3
295,9,10,13,1,6,4,5,10,1
296,2,2,4,10,8,10,3,9,10
297,9,7,6,13,8,2,8,7,9
298,8,10,3,2,8,13,4,1,8
299,1,2,9,10,13,12,5,2,10
300,1,6,8,11,3,8,1,2,10
301,11,2,9,8,1,3,7,7,7
302,6,9,4,10,12,11,9,2,10
303,6,1,8,5,11,12,6,8,3
304,9,3,11,5,8,9,13,3,5
305,2,12,10,3,11,8,13,1,5
306,9,8,3,5,9,13,3,6,3
307,9,4,1,5,6,8,13,1,5
308,8,8,9,7,2,5,2,5,3
309,3,10,11,11,4,11,7,1,2
310,8,7,1,9,7,3,6,9,7
311,4,9,4,6,13,12,10,3,1
312,13,9,13,2,13,2,10,1,4
313,10,2,13,6,4,1,5,10,2
314,11,8,11,11,2,4,2,8,2
315,1,10,2,6,9,13,12,1,5
316,5,7,13,5,4,1,5,4,4
317,11,1,5,8,7,5,11,10,10
318,8,11,5,2,6,2,7,5,7
319,13,6,13,9,5,4,6,8,2
320,4,13,1,10,4,10,13,3,5
321,7,2,8,5,13,10,12,3,10
322,7,13,7,11,4,10,3,8,2
323,6,13,12,6,5,13,7,6,1
324,4,9,3,11,7,11,5,9,9
325,9,13,9,10,2,2,10,7,8
326,11,9,4,7,9,9,8,7,6
327,12,11,2,12,12,11,11,2,7
328,13,3,12,12,5,13,4,6,4
329,11,8,8,10,10,13,7,5,3
330,10,6,6,9,6,11,7,6,6
331,11,2,13,4,3,10,13,9,3
332,11,3,11,8,10,2,8,5,4
333,8,8,3,12,2,6,4,4,10
334,12,11,12,5,9,6,2,6,7
335,5,4,7,12,12,5,2,9,2
336,3,4,2,6,2,6,3,5,8
337,7,6,10,1,9,2,4,4,8
338,4,3,3,6,12,8,8,4,9
339,10,6,3,4,8,3,11,6,8
340,9,2,2,5,1,11,7,10,7
341,8,6,3,12,4,10,12,8,10
342,13,2,11,13,5,13,4,5,6
343,2,4,3,9,8,3,4,3,6
344,8,11,12,7,6,1,9,4,2
345,9,5,7,2,12,1,11,2,6
346,12,11,7,11,1,11,11,1,8
347,5,8,2,13,3,13,11,1,4
348,1,2,10,6,2,12,5,3,10
349,3,7,2,9,8,3,4,3,9
350,11,13,5,9,13,10,2,7,8
351,4,13,11,11,5,5,11,3,4
352,10,10,11,9,5,4,9,3,10
353,8,4,6,12,13,7,13,9,7
354,9,7,13,2,10,11,1,7,6
355,13,4,9,12,6,10,9,1,3
356,11,7,12,2,4,5,4,3,10
357,2,6,8,9,11,6,1,6,6
358,7,10,12,11,11,7,5,6,7
359,9,5,4,6,6,4,11,2,9
360,9,12,7,11,6,6,8,4,5
361,12,13,2,9,10,5,8,6,9
362,11,7,9,2,13,6,4,3,1
363,3,2,2,5,12,4,3,10,6
364,3,2,7,7,13,10,8,3,5
365,10,3,1,4,13,13,2,8,3
366,1,1,7,3,8,11,11,5,2
367,4,13,8,7,9,5,11,9,7
368,4,9,5,13,12,7,9,9,7
369,12,7,7,5,9,13,5,10,2
370,2,5,10,13,7,12,8,4,8
371,3,4,4,1,10,10,10,10,9
372,13,9,10,8,8,3,12,4,7
373,5,3,11,7,4,1,4,9,8
374,11,8,10,7,8,3,4,10,5
375,6,7,1,2,2,4,2,1,1
376,5,6,1,13,4,5,1,7,3
377,2,2,8,13,12,4,8,4,2
378,3,3,8,12,1,11,6,5,6
379,13,12,4,13,11,1,5,2,8
380,1,5,8,9,3,6,11,1,2
381,10,4,2,7,13,10,3,2,6
382,3,10,10,3,2,10,12,6,6
383,10,7,4,8,1,9,4,4,9
384,6,7,5,12,12,5,2,2,2
385,12,9,9,10,3,10,7,5,3
386,8,6,2,2,10,12,11,2,5
387,4,7,6,1,13,7,6,3,4
388,3,9,9,5,9,2,11,7,4
389,13,10,7,6,8,2,5,3,2
390,6,1,9,5,8,13,3,8,6
391,6,7,10,13,2,5,4,9,6
392,6,8,2,6,3,6,5,3,7
393,5,9,3,11,2,9,10,7,8
394,9,8,5,2,6,13,7,7,9
395,13,2,6,13,11,10,11,1,10
396,2,2,2,11,2,5,12,4,2
397,11,4,9,8,11,4,3,6,1
398,1,12,5,1,4,3,7,10,9
399,4,10,1,11,13,5,10,10,6
400,9,13,3,2,10,3,8,6,5
401,7,2,9,2,6,12,6,3,7
402,4,2,1,2,7,7,2,2,9
403,3,1,11,8,6,4,7,10,6
404,12,9,4,12,9,7,1,8,6
405,8,9,9,5,4,7,4,1,6
406,11,3,11,3,13,11,13,6,7
407,8,7,4,9,7,3,3,9,4
408,11,4,7,2,9,6,10,7,3
409,11,10,10,10,4,4,6,10,9
410,13,5,13,2,4,1,10,8,5
411,3,2,1,1,11,6,10,3,6
412,13,9,6,1,3,10,3,3,3
413,9,2,10,2,4,2,10,6,7
414,6,9,5,5,2,1,11,9,10
415,7,7,2,4,4,5,1,10,3
416,8,10,1,3,8,10,9,10,10
417,7,2,3,8,8,5,13,9,5
418,3,8,8,1,7,8,5,4,9
419,3,4,4,13,11,8,6,2,5
420,5,4,10,10,1,2,7,10,9
421,13,13,8,10,11,8,5,3,7
422,12,1,3,3,6,2,10,10,2
423,13,13,13,11,2,12,4,5,3
424,10,12,4,11,13,12,8,5,2
425,1,3,1,7,6,10,3,7,8
426,6,9,12,1,3,11,6,4,2
427,1,11,6,9,5,5,1,1,5
428,5,2,3,10,2,1,4,4,4
429,10,6,10,13,2,4,6,7,2
430,12,6,1,13,11,11,7,5,6
431,6,11,7,8,1,4,13,7,9
432,11,3,13,13,6,11,10,10,2
433,13,11,9,6,1,2,5,9,4
434,1,3,8,2,12,11,6,4,9
435,1,13,3,12,4,13,2,9,10
436,9,1,8,2,2,1,5,3,10
437,5,13,1,8,5,1,7,8,5
438,6,11,9,3,8,6,11,6,6
439,9,13,11,1,13,8,13,10,8
440,5,13,9,11,12,1,1,5,8
441,1,13,3,11,6,13,3,2,6
442,9,8,1,11,10,6,12,3,6
443,1,1,12,8,13,2,8,4,1
444,6,10,13,6,8,3,5,4,4
445,7,1,7,7,3,1,5,3,8
446,12,9,13,9,4,3,2,5,1
447,10,5,4,1,2,7,4,6,4
448,10,3,12,12,10,12,8,6,9
449,10,1,12,2,5,1,4,3,8
450,10,7,13,2,4,4,1,4,7
451,4,11,2,6,9,9,8,8,9
452,13,12,9,7,10,11,5,10,8
453,10,13,7,5,13,12,12,1,10
454,5,9,4,1,6,13,7,5,9
455,3,8,2,11,3,4,12,4,2
456,6,1,3,2,4,8,13,1,9
457,1,4,11,4,6,10,8,6,6
458,1,6,4,6,7,7,8,1,3
459,10,10,1,1,7,13,13,3,9
460,5,11,5,3,5,12,2,6,5
461,10,2,4,12,6,13,1,6,9
462,2,9,3,4,7,9,9,2,4
463,4,3,2,6,12,3,5,5,3
464,10,2,5,9,8,3,1,4,6
465,10,8,13,10,1,7,2,3,9
466,11,11,10,6,11,6,10,9,10
467,6,4,11,1,3,12,13,1,4
468,13,2,5,9,3,10,3,6,8
469,1,6,8,11,1,7,1,10,6
470,5,1,5,8,6,13,7,3,1
471,12,6,6,5,12,3,10,1,5
472,1,9,12,3,7,8,13,7,4
473,6,12,2,2,5,7,6,1,3
474,5,4,4,3,9,10,11,10,6
475,10,10,7,3,8,10,6,1,1
476,5,5,8,10,8,7,13,6,5
477,9,13,3,4,9,2,9,2,6
478,12,4,6,13,4,13,2,1,7
479,13,12,10,11,1,7,8,4,6
480,12,2,10,8,8,10,10,3,5
481,12,2,1,3,11,5,3,4,6
482,6,9,6,8,6,2,12,2,7
483,3,11,12,1,4,12,12,7,3
484,6,11,13,3,10,1,8,4,1
485,11,1,6,13,8,6,1,9,7
486,13,7,3,4,7,13,8,5,1
487,6,3,4,10,7,10,2,3,3
488,1,8,7,13,9,8,12,6,9
489,10,4,7,7,10,5,2,7,9
490,10,6,5,6,10,4,7,9,6
491,10,6,1,1,10,7,10,3,4
492,4,1,4,5,5,10,12,10,7
493,13,7,12,9,2,8,9,4,6
494,7,10,7,10,2,11,9,5,7
495,12,8,12,12,6,7,12,1,2
496,3,6,13,2,12,2,3,9,3
497,4,8,1,5,5,4,7,4,9
498,12,2,5,6,9,11,1,6,3
499,13,10,12,9,1,6,9,8,7
500,9,3,13,12,11,6,5,10,5
501,8,6,13,8,12,5,13,9,5
502,5,5,1,11,1,6,5,9,3
503,8,8,6,10,9,13,5,7,7
504,4,5,13,13,1,8,13,8,6
505,3,10,13,8,6,10,4,2,8
506,6,4,9,1,10,5,9,3,5
507,8,4,5,11,6,3,13,4,4
508,13,7,5,9,2,12,8,5,8
509,12,1,5,7,7,13,1,10,1
510,8,7,6,11,6,2,9,7,4
511,1,5,9,5,11,12,3,1,7
512,2,1,7,1,2,5,6,10,10
513,8,12,12,3,8,11,6,9,1
514,11,5,8,5,4,11,13,9,7
515,10,8,2,13,2,1,12,10,1
516,9,6,10,10,8,11,10,4,6
517,2,2,3,8,10,2,6,2,8
518,5,1,7,4,9,11,2,3,8
519,13,2,7,6,12,11,8,5,10
520,5,1,9,6,1,8,9,8,5
521,7,5,11,12,11,1,10,10,3
522,5,9,9,1,12,9,3,4,10
523,11,9,12,4,3,5,2,2,10
524,10,12,5,5,3,12,4,8,6
525,1,10,3,11,11,12,9,7,4
526,7,3,1,13,10,3,11,8,7
527,7,13,3,9,1,8,4,9,3
528,1,13,9,7,5,9,10,1,8
529,2,8,2,9,3,4,7,7,5
530,1,6,2,8,4,6,11,4,10
531,11,13,6,8,13,3,1,3,2
532,7,10,13,4,1,7,9,5,9
533,11,9,8,5,11,5,13,6,5
534,10,7,4,6,5,9,11,10,3
535,13,1,6,7,13,5,1,1,9
536,6,2,2,12,11,6,9,4,1
537,10,13,5,7,6,6,8,2,9
538,5,12,12,6,10,8,13,2,10
539,10,2,6,12,13,11,13,4,10
540,1,7,6,12,3,3,5,7,2
541,1,13,8,7,5,10,5,8,10
542,13,5,9,10,11,12,4,8,9
543,8,9,11,7,7,10,1,5,7
544,10,1,2,11,1,3,9,6,7
545,5,7,13,6,9,3,3,6,5
546,4,12,8,8,10,4,1,7,6
547,10,10,3,7,4,12,7,6,5
548,11,2,6,10,8,12,3,8,5
549,9,8,2,12,12,9,5,10,2
550,7,10,10,5,9,1,3,4,8
551,11,13,6,10,7,7,3,6,9
552,11,12,5,13,6,5,12,10,6
553,8,8,10,12,9,4,2,8,6
554,1,5,4,11,3,1,4,10,6
555,12,12,1,4,3,7,13,2,4
556,11,3,3,9,12,3,13,10,1
557,7,7,6,13,12,1,1,2,1
558,3,4,3,7,11,8,7,7,3
559,10,4,8,10,11,5,10,3,9
560,6,9,10,3,12,13,9,7,5
561,3,9,2,11,7,11,7,5,2
562,12,12,6,11,3,6,10,6,6
563,10,13,7,6,10,1,7,3,8
564,11,7,4,4,2,7,2,3,2
565,8,8,11,5,6,4,6,6,2
566,1,11,7,3,2,5,12,8,7
567,2,9,11,6,10,12,6,6,8
568,8,2,13,6,12,7,3,9,5
569,3,6,13,3,7,9,10,6,3
570,12,6,13,4,2,4,1,1,3
571,12,3,5,3,8,1,6,4,1
572,3,6,9,8,5,2,9,7,4
573,5,2,10,7,10,9,5,10,9
574,10,3,13,5,10,7,7,6,4
575,12,3,2,10,5,6,4,9,1
576,3,2,4,7,13,4,10,6,4
577,13,12,4,8,13,4,13,3,7
578,4,7,10,4,12,5,5,7,5
579,13,10,5,1,8,3,5,8,7
580,6,2,10,9,1,10,8,6,7
581,7,10,12,4,9,1,12,4,6
582,8,5,7,4,6,3,8,8,3
583,9,10,13,1,12,3,10,6,6
584,4,4,4,2,11,5,11,4,2
585,9,6,12,4,9,1,5,3,7
586,5,6,3,3,6,13,1,7,10
587,9,8,1,6,5,12,8,5,9
588,3,6,9,5,1,5,7,2,8
589,5,3,12,4,13,4,5,3,5
590,6,13,4,6,8,11,3,4,8
591,8,5,10,7,9,1,4,7,9
592,3,5,7,3,10,4,10,10,2
593,6,7,6,3,13,1,5,4,1
594,10,7,4,8,1,4,12,2,1
595,4,13,8,3,10,8,1,4,5
596,7,10,1,10,11,11,3,1,7
597,10,11,13,9,1,4,1,10,3
598,3,9,10,7,1,10,9,6,7
599,2,4,8,13,4,9,1,1,6
600,11,3,13,2,3,4,6,10,9
601,6,1,8,5,2,6,12,2,2
602,13,9,12,8,10,6,6,8,5
603,5,1,7,13,12,1,10,7,10
604,5,4,10,13,6,8,4,9,1
605,10,1,11,3,7,8,4,7,9
606,9,2,9,6,7,3,4,7,5
607,7,11,4,4,6,12,12,10,4
608,13,7,9,12,9,10,8,5,5
609,9,7,6,4,7,11,10,10,1
610,11,5,13,10,12,2,2,6,5
611,8,12,12,3,11,4,7,7,7
612,2,1,6,3,11,1,9,8,2
613,11,8,5,8,10,6,4,4,8
614,11,11,7,3,13,5,8,10,8
615,2,8,5,10,5,1,6,4,2
616,4,13,4,12,9,5,5,6,10
617,7,7,7,3,9,1,4,3,7
618,6,3,7,7,8,7,2,9,10
619,3,3,13,1,8,8,11,1,2
620,5,9,13,6,7,5,11,6,1
621,5,11,9,6,3,11,13,7,10
622,1,9,9,13,5,5,5,9,3
623,6,2,2,5,2,11,9,1,8
624,6,12,3,3,7,10,5,4,1
625,11,1,2,3,5,5,4,3,5
626,5,1,8,11,13,10,10,6,6
627,4,7,6,13,9,7,9,3,2
628,4,5,12,8,7,4,13,2,5
629,1,8,4,4,7,2,1,10,1
630,5,5,5,10,11,4,4,1,10
631,4,10,8,5,10,8,3,10,1
632,4,4,4,6,13,13,12,6,1
633,5,11,13,12,1,5,5,2,3
634,6,6,3,5,6,13,4,6,5
635,5,3,11,6,10,3,3,10,6
636,12,7,11,2,9,2,8,5,10
637,7,4,6,13,3,6,1,3,8
638,11,6,10,7,10,3,8,2,9
639,11,6,7,6,7,9,7,7,4
640,11,11,11,10,3,11,2,6,5
641,4,6,4,11,7,6,12,7,1
642,3,11,9,11,4,7,6,4,6
643,11,10,5,7,6,9,3,5,8
644,3,9,9,2,4,11,9,5,3
645,5,10,13,1,2,13,7,5,10
646,10,1,8,12,7,7,1,2,6
647,5,12,7,4,6,10,6,1,9
648,7,8,4,11,7,13,4,6,5
649,6,6,8,4,4,8,8,2,3
650,5,10,7,4,11,10,2,9,4
651,10,1,11,10,10,6,3,4,3
652,9,12,12,6,1,8,12,2,2
653,13,4,5,6,5,10,9,9,1
654,10,10,3,7,5,2,3,3,10
655,5,1,4,1,12,10,1,4,10
656,3,13,1,9,5,6,10,6,7
657,8,2,5,3,2,4,11,8,10
658,10,11,13,5,3,2,13,7,10
659,6,9,2,1,11,10,9,1,8
660,1,8,7,9,10,7,4,2,4
661,6,4,3,4,12,4,13,7,3
662,7,1,6,3,7,10,6,3,6
663,10,4,11,5,8,7,1,9,5
664,6,11,6,7,3,3,2,2,10
665,3,9,2,6,1,9,7,1,9
666,12,13,7,3,3,3,4,9,2
667,8,12,4,12,3,12,10,2,7
668,10,3,3,7,3,6,5,6,7
669,1,2,6,12,4,5,8,8,4
670,13,8,4,1,11,4,8,6,10
671,4,5,4,13,9,9,1,10,8
672,1,9,13,5,3,10,2,6,9
673,8,9,11,9,10,4,13,10,3
674,7,1,1,2,12,12,5,2,4
675,6,3,1,2,4,5,13,6,4
676,3,7,11,5,6,2,4,2,3
677,2,1,13,12,10,9,10,2,6
678,2,1,4,2,2,5,9,2,3
679,11,6,4,3,6,3,11,6,1
680,12,9,4,11,3,10,3,7,4
681,11,3,13,6,7,10,1,4,3
682,13,12,2,9,11,8,6,7,8
683,1,7,1,9,1,9,6,3,7
684,12,8,13,12,3,5,6,10,6
685,2,3,11,6,5,2,1,3,5
686,10,10,12,12,3,2,10,7,1
687,11,10,9,1,4,12,2,9,3
688,10,6,4,8,7,8,1,3,6
689,3,6,1,11,6,3,6,4,9
690,4,11,1,1,6,13,11,3,3
691,9,4,12,6,10,5,6,7,4
692,10,11,11,9,11,2,4,3,3
693,1,6,2,1,4,3,1,7,4
694,3,4,1,3,7,9,3,6,2
695,9,9,13,10,9,13,11,10,2
